abv %,cost,# ratings,community rating,expert score,smoky,earthy,spicy,herbal,oily,bitter,rich,sweet,mineral,salty,umami,tart,fruity,floral,type_MEZCAL AÑEJO,type_MEZCAL JOVEN,type_MEZCAL REPOSADO,type_RAICILLA,type_SOTOL,type_TEQUILA AÑEJO,type_TEQUILA BLANCO,type_TEQUILA EXTRA AÑEJO,type_TEQUILA JOVEN,type_TEQUILA REPOSADO
40.0,3,3,4.13,88,10,45,30,75,15,45,40,35,10,10,15,30,15,0,False,False,False,False,False,True,False,False,False,False
40.0,2,42,3.89,88,0,15,20,25,10,5,80,75,5,0,0,15,40,0,False,False,False,False,False,True,False,False,False,False
40.0,1,4,4.25,88,5,15,40,30,10,10,60,25,15,15,10,20,20,10,False,False,False,False,False,False,True,False,False,False
40.0,2,8,4.09,88,10,10,30,20,10,5,75,70,18,5,0,30,40,0,False,False,False,False,False,False,False,False,True,False
40.0,3,1,5.0,88,35,35,35,70,15,40,55,65,0,10,25,35,10,0,False,False,False,False,False,True,False,False,False,False
40.0,2,61,4.28,88,0,30,40,65,25,40,40,40,20,0,0,40,20,0,False,False,False,False,False,False,True,False,False,False
42.0,2,9,3.52,88,35,45,20,80,30,10,70,20,10,10,35,35,15,0,False,True,False,False,False,False,False,False,False,False
40.0,3,3,4.92,88,5,65,45,20,15,0,55,80,60,35,45,0,20,20,False,False,True,False,False,False,False,False,False,False
40.0,3,11,3.98,88,10,15,30,40,10,5,35,25,10,5,25,0,20,25,False,False,False,False,False,True,False,False,False,False
40.0,3,94,3.33,88,5,10,30,25,5,5,40,40,20,10,0,15,20,5,False,False,False,False,False,False,False,False,False,True
40.0,2,6,4.54,88,5,10,40,20,15,0,70,65,10,0,0,15,40,0,False,False,False,False,False,False,False,False,False,True
40.0,2,2,3.63,88,10,15,40,25,10,0,70,70,25,10,30,10,50,5,False,True,False,False,False,False,False,False,False,False
40.0,2,6,4.54,88,0,15,30,15,5,0,60,70,20,0,0,10,60,30,False,False,False,False,False,False,True,False,False,False
40.0,4,2,4.0,88,50,70,75,40,20,80,80,70,0,0,55,0,50,0,False,False,False,False,False,False,False,True,False,False
43.0,3,3,3.5,88,80,70,75,55,10,35,90,85,15,30,45,0,45,0,True,False,False,False,False,False,False,False,False,False
45.3,2,16,3.68,88,20,30,20,10,30,10,30,10,15,10,10,0,10,0,False,True,False,False,False,False,False,False,False,False
47.9,2,21,4.01,88,10,30,40,10,20,10,40,20,30,10,0,10,20,15,False,True,False,False,False,False,False,False,False,False
40.0,3,1,3.5,88,50,5,20,25,0,0,40,40,10,0,0,10,30,0,False,True,False,False,False,False,False,False,False,False
40.0,2,1,5.0,88,0,10,0,50,0,5,40,20,20,0,0,15,40,0,False,False,False,False,False,False,True,False,False,False
40.0,2,2,3.75,88,30,50,20,30,10,10,60,40,0,0,10,10,40,0,False,False,False,False,False,False,False,False,False,True
48.0,3,29,3.84,88,30,15,15,40,50,10,50,20,20,20,10,0,70,10,False,True,False,False,False,False,False,False,False,False
40.0,2,63,4.02,88,5,20,60,20,15,10,30,10,40,20,10,10,10,0,False,False,False,False,False,False,False,False,False,True
47.0,4,20,3.9,88,75,80,80,65,25,25,70,30,30,10,25,20,40,15,False,True,False,False,False,False,False,False,False,False
47.0,2,20,4.26,88,65,65,30,50,30,35,70,50,50,55,30,20,70,15,False,True,False,False,False,False,False,False,False,False
40.0,2,12,3.31,88,90,78,80,67,0,20,40,43,60,20,60,0,64,39,False,False,True,False,False,False,False,False,False,False
40.0,2,289,3.89,88,30,40,60,55,15,15,40,20,20,15,20,5,60,40,False,False,False,False,False,False,False,False,False,True
50.0,2,24,4.09,88,5,10,70,80,15,5,30,60,30,20,10,10,10,15,False,False,False,False,False,False,True,False,False,False
40.0,3,13,4.06,88,5,10,40,40,10,0,70,60,5,0,0,20,60,0,False,False,False,False,False,False,False,False,False,True
40.0,3,19,3.92,88,50,70,75,40,50,65,40,65,20,45,60,25,65,30,False,False,True,False,False,False,False,False,False,False
40.0,2,7,4.08,88,67,65,60,71,28,20,54,45,70,63,74,10,62,66,False,True,False,False,False,False,False,False,False,False
40.0,3,25,3.66,88,57,57,75,80,65,69,84,70,75,70,84,30,73,89,False,False,False,False,False,False,True,False,False,False
40.0,2,88,3.8,88,10,10,35,25,5,0,40,60,20,5,5,0,50,0,False,False,False,False,False,True,False,False,False,False
40.0,3,18,3.82,88,15,20,40,35,5,0,60,50,20,10,0,10,60,0,False,False,False,False,False,False,False,False,False,True
40.0,2,14,3.79,88,10,35,35,40,40,15,65,65,40,35,20,10,35,0,False,False,False,False,False,False,False,False,False,True
40.0,2,15,3.77,88,10,20,45,30,10,5,40,40,20,10,15,15,35,5,False,False,False,False,False,False,False,False,False,True
40.0,3,2,5.0,88,0,58,57,86,25,20,81,78,64,72,71,50,82,60,False,False,False,False,False,False,False,False,False,True
47.9,2,20,3.8,88,40,25,5,35,10,25,25,35,60,20,25,65,35,10,False,True,False,False,False,False,False,False,False,False
40.0,2,32,4.27,88,5,40,10,40,5,5,20,15,50,30,20,25,20,0,False,False,False,False,False,False,True,False,False,False
40.0,4,2,3.5,87,3,10,25,15,5,0,60,50,15,0,5,5,25,0,False,False,False,False,False,False,False,False,True,False
40.0,3,2,3.63,87,50,60,65,70,15,40,50,20,0,0,10,20,10,0,False,False,False,False,False,False,False,False,False,True
40.0,2,2,4.0,87,5,15,40,30,0,3,50,40,15,5,0,25,30,0,False,False,False,False,False,False,False,False,False,True
40.0,3,22,3.71,87,10,10,40,70,30,30,40,40,20,20,0,40,80,40,False,False,False,False,False,True,False,False,False,False
42.0,3,2,3.63,87,40,10,20,70,30,70,50,40,60,20,10,30,80,20,False,True,False,False,False,False,False,False,False,False
40.0,4,14,4.55,87,10,35,30,45,30,35,40,65,10,0,15,35,45,0,False,False,False,False,False,False,False,True,False,False
40.0,3,1,4.5,87,0,50,35,55,30,50,45,40,0,0,0,30,50,0,False,False,False,False,False,True,False,False,False,False
43.0,4,1,2.5,87,5,20,20,25,10,5,70,70,0,5,10,10,50,5,False,False,False,False,False,False,False,False,False,True
43.0,4,1,4.75,87,70,30,40,60,40,10,30,50,70,0,20,50,10,20,False,True,False,False,False,False,False,False,False,False
40.0,2,40,4.24,87,0,10,20,15,0,5,30,25,15,15,10,10,35,5,False,False,False,False,False,False,True,False,False,False
43.0,2,10,3.89,87,25,10,30,20,5,5,50,70,20,10,10,20,40,15,False,True,False,False,False,False,False,False,False,False
48.0,3,1,5.0,87,5,20,50,40,10,25,60,40,30,0,0,10,30,0,False,True,False,False,False,False,False,False,False,False
40.0,2,1,5.0,87,5,5,30,40,20,10,60,70,15,0,0,20,50,0,False,False,False,False,False,False,True,False,False,False
46.4,2,18,3.91,87,0,20,20,10,40,20,40,10,30,10,10,10,25,0,False,True,False,False,False,False,False,False,False,False
40.0,2,48,3.54,87,45,25,30,70,30,10,75,60,15,10,15,20,65,0,False,True,False,False,False,False,False,False,False,False
46.0,2,20,4.34,87,60,50,50,60,40,10,40,20,10,20,60,0,30,10,False,True,False,False,False,False,False,False,False,False
40.0,2,7,4.5,87,0,5,30,20,0,0,40,50,10,0,0,25,40,15,False,False,False,False,False,False,True,False,False,False
40.0,2,3,3.92,87,0,15,20,60,0,0,30,30,20,10,0,50,30,0,False,False,False,False,False,False,True,False,False,False
46.0,3,3,3.67,87,10,5,25,40,0,0,40,30,20,0,0,10,30,0,False,True,False,False,False,False,False,False,False,False
47.3,4,8,3.68,87,50,60,40,20,20,10,50,20,30,0,5,5,15,0,False,True,False,False,False,False,False,False,False,False
40.0,2,2,4.88,87,5,10,40,40,15,10,25,25,10,5,5,10,35,25,False,False,False,False,False,False,True,False,False,False
45.0,3,67,3.77,87,0,25,10,60,10,35,40,40,45,35,0,35,35,15,False,False,False,False,False,False,True,False,False,False
46.0,3,10,3.68,87,60,20,40,50,20,0,75,40,0,15,5,0,40,10,False,True,False,False,False,False,False,False,False,False
40.0,1,193,3.69,87,15,52,35,62,10,10,20,67,25,25,10,10,65,15,False,False,False,False,False,False,False,False,False,True
40.0,3,13,4.13,87,25,60,15,35,20,10,40,10,40,25,25,0,15,0,False,True,False,False,False,False,False,False,False,False
40.0,2,5,3.85,87,20,10,30,15,10,5,40,60,10,0,0,0,50,10,False,False,False,False,False,False,False,False,False,True
43.2,2,263,3.92,87,75,65,59,40,30,20,67,58,40,70,50,20,50,15,False,True,False,False,False,False,False,False,False,False
40.0,2,193,3.56,87,0,15,5,80,40,20,40,45,25,25,0,15,55,15,False,False,False,False,False,False,True,False,False,False
40.0,2,20,3.66,87,55,87,50,82,42,15,30,25,60,45,70,50,45,40,False,False,False,False,False,False,True,False,False,False
40.0,2,97,3.58,87,0,25,65,60,15,10,60,20,40,60,20,20,35,15,False,False,False,False,False,False,True,False,False,False
43.0,2,98,3.69,87,45,75,15,50,20,20,45,10,40,10,30,25,15,0,False,True,False,False,False,False,False,False,False,False
52.0,3,2,4.5,86,0,10,30,25,0,3,20,20,15,5,0,10,20,0,False,False,False,False,False,False,True,False,False,False
40.0,5,4,4.88,86,0,40,35,55,15,45,55,60,0,0,0,30,30,0,False,False,False,False,False,True,False,False,False,False
40.0,2,2,3.0,86,5,15,25,15,5,3,30,40,10,5,5,0,20,10,False,False,False,False,False,True,False,False,False,False
45.5,3,8,4.44,86,20,35,38,25,10,35,50,45,0,0,0,55,35,0,False,False,False,False,False,False,False,False,False,True
45.0,4,1,5.0,86,25,35,60,55,15,40,45,30,10,0,0,35,40,0,False,False,False,False,False,False,False,False,False,True
40.0,3,1,4.0,86,0,10,10,5,5,0,60,70,0,15,0,5,40,5,False,False,False,False,False,False,False,False,False,True
40.0,4,32,3.94,86,30,50,40,20,40,70,60,40,20,30,0,40,80,20,False,False,False,False,False,False,False,False,False,True
42.0,5,3,4.5,86,10,50,60,90,20,40,30,40,40,10,20,30,70,80,False,True,False,False,False,False,False,False,False,False
40.0,2,31,4.22,86,10,20,30,50,40,40,30,30,50,0,0,60,80,40,False,False,False,False,False,False,True,False,False,False
40.0,4,8,3.97,86,30,0,30,70,40,60,50,40,10,20,0,30,70,20,False,False,False,False,False,False,False,False,False,True
40.0,2,1,4.25,86,5,25,20,20,15,20,30,25,20,10,20,20,30,10,False,False,False,False,False,False,False,False,False,True
40.0,4,42,4.3,86,50,20,80,60,75,20,70,85,45,40,10,70,80,60,False,False,False,False,False,True,False,False,False,False
40.0,2,1,3.0,86,10,10,40,50,5,5,60,60,10,0,10,20,40,0,False,False,False,False,False,False,False,False,False,True
40.0,3,5,4.0,86,15,15,50,30,5,5,60,40,5,5,10,0,60,0,False,False,True,False,False,False,False,False,False,False
40.0,2,7,4.79,86,15,10,35,10,10,5,70,70,0,0,0,10,50,15,False,False,False,False,False,False,False,False,False,True
40.0,3,28,3.73,86,5,20,20,30,10,0,10,25,20,0,10,0,15,5,False,False,False,False,False,False,False,False,False,True
40.0,3,2,4.38,86,20,20,30,25,10,5,30,30,5,5,15,5,25,20,False,False,False,False,False,True,False,False,False,False
40.0,2,2,4.5,86,20,15,35,40,10,5,25,30,5,5,10,5,30,25,False,False,False,False,False,False,False,False,False,True
42.0,3,38,4.02,86,15,25,50,15,20,20,45,50,10,10,0,20,35,0,False,False,False,False,False,False,False,False,False,True
40.0,2,9,3.97,86,50,55,85,80,75,50,90,80,40,65,60,50,80,45,False,False,False,False,False,True,False,False,False,False
40.0,3,4,4.63,86,30,80,78,68,75,45,85,88,70,40,60,45,83,79,False,False,False,False,False,True,False,False,False,False
40.0,3,59,4.11,86,0,10,40,20,20,0,80,80,0,0,0,10,80,0,False,False,False,False,False,True,False,False,False,False
40.0,1,213,3.63,86,15,56,30,68,10,10,15,60,52,51,15,10,63,20,False,False,False,False,False,False,True,False,False,False
40.0,2,4,3.67,86,40,82,85,84,78,40,70,64,87,80,81,35,55,82,False,False,False,False,False,False,True,False,False,False
40.0,2,9,3.81,86,25,10,40,5,10,0,60,50,10,0,0,0,30,0,False,False,False,False,False,False,False,False,False,True
40.0,1,158,3.25,86,0,75,35,36,60,48,20,50,15,0,42,35,80,22,False,False,False,False,False,False,True,False,False,False
40.0,2,6,3.71,86,15,40,5,25,15,45,45,15,20,5,10,45,30,5,False,False,False,False,False,False,True,False,False,False
40.0,1,8,4.28,86,5,5,20,25,5,15,5,5,10,10,5,15,20,10,False,False,False,False,False,False,True,False,False,False
40.0,4,2,3.0,86,40,50,60,40,0,10,60,30,0,0,0,0,20,0,False,False,False,False,False,True,False,False,False,False
40.0,4,1,4.75,85,0,15,20,15,0,0,50,30,25,15,5,10,40,0,False,False,False,False,False,False,False,False,False,True
48.0,4,2,4.13,85,20,55,75,65,0,40,45,50,10,0,0,35,0,0,False,False,False,False,False,True,False,False,False,False
40.0,5,1,5.0,85,10,35,55,60,10,35,45,40,15,0,0,20,15,10,False,False,False,False,False,True,False,False,False,False
40.0,3,6,3.71,85,0,10,25,10,0,3,50,30,5,0,0,0,20,0,False,False,False,False,False,False,False,False,False,True
40.0,2,4,4.06,85,45,75,30,80,10,55,15,25,20,25,10,10,30,0,False,True,False,False,False,False,False,False,False,False
40.0,5,9,4.33,85,10,40,70,55,25,50,40,40,0,0,0,55,30,0,False,False,False,False,False,False,False,False,False,True
40.0,3,5,4.05,85,0,15,60,20,10,0,60,50,10,0,0,0,30,0,False,False,False,False,False,True,False,False,False,False
40.0,2,6,3.79,85,10,0,30,70,60,40,50,80,20,40,0,30,60,30,False,False,False,False,False,False,False,False,False,True
40.0,2,202,3.62,85,10,10,20,70,60,30,30,40,50,10,40,20,60,30,False,False,False,False,False,False,True,False,False,False
40.0,3,1,4.5,85,60,40,70,80,75,50,70,40,40,20,50,30,30,10,False,False,False,False,False,False,False,False,False,True
40.0,2,11,3.89,85,0,55,25,0,7,40,35,15,25,50,0,0,0,0,False,False,False,False,False,True,False,False,False,False
40.0,3,18,3.83,85,21,48,55,45,68,19,70,83,43,38,48,12,35,25,False,False,False,False,False,True,False,False,False,False
42.7,2,5,3.7,85,10,10,35,15,10,0,70,80,10,10,0,15,20,10,False,False,True,False,False,False,False,False,False,False
40.0,2,3,3.33,85,0,20,25,35,15,5,50,40,5,10,10,30,50,0,False,False,False,False,False,False,True,False,False,False
42.0,3,26,4.03,85,65,60,20,50,0,60,30,60,20,10,10,0,10,0,False,True,False,False,False,False,False,False,False,False
45.0,2,37,4.18,85,70,40,50,20,0,10,30,40,15,10,0,20,30,5,False,True,False,False,False,False,False,False,False,False
40.0,2,2,3.0,85,0,5,5,20,0,0,50,60,15,0,0,10,50,10,False,False,False,False,False,False,True,False,False,False
48.0,2,9,4.67,85,60,60,40,30,0,50,40,20,30,0,20,10,20,0,False,True,False,False,False,False,False,False,False,False
40.0,2,19,3.39,85,0,20,15,40,0,5,40,10,25,0,0,15,50,0,False,False,False,False,False,False,True,False,False,False
40.0,2,1,3.0,85,0,5,30,50,0,0,50,20,10,0,0,15,40,0,False,False,False,False,False,False,False,False,False,True
40.0,1,1,3.5,85,10,10,15,25,5,10,15,10,10,5,10,5,5,10,False,False,False,False,False,False,False,False,False,True
40.0,2,7,3.79,85,10,0,50,20,10,0,60,70,0,0,0,15,50,0,False,False,False,False,False,False,False,False,False,True
42.0,3,18,3.21,85,20,80,45,90,70,40,50,25,60,45,60,75,35,15,False,False,False,True,False,False,False,False,False,False
43.0,2,47,3.74,85,25,20,10,65,30,35,60,50,50,25,20,30,40,0,False,True,False,False,False,False,False,False,False,False
40.0,4,4,4.25,85,22,52,60,57,24,58,28,26,50,16,30,17,46,48,False,False,False,False,False,False,False,False,False,True
40.0,2,3,3.83,85,10,0,40,20,10,0,80,75,0,0,0,0,60,5,False,False,False,False,False,True,False,False,False,False
40.0,2,6,3.58,85,5,10,30,40,0,0,5,30,10,5,0,0,50,5,False,False,False,False,False,False,True,False,False,False
40.0,2,69,3.72,85,10,10,20,40,5,5,15,20,60,40,0,25,30,0,False,False,False,False,False,False,True,False,False,False
40.0,2,4,4.31,85,0,40,90,75,50,40,94,70,75,89,80,75,85,74,False,False,False,False,False,False,True,False,False,False
40.0,2,2,3.63,85,0,10,35,30,30,35,40,25,10,10,10,45,30,0,False,False,False,False,False,False,False,False,False,True
40.0,2,4,3.69,85,10,10,15,25,5,10,15,10,10,5,10,5,5,10,False,False,False,False,False,False,False,False,False,True
40.0,3,2,3.63,84,0,25,30,30,60,10,60,55,10,0,0,0,25,0,False,False,False,False,False,False,False,False,False,True
40.0,3,5,4.25,84,0,10,30,40,45,25,60,55,0,0,0,30,45,0,False,False,False,False,False,True,False,False,False,False
45.1,2,2,3.63,84,30,20,20,90,70,50,30,30,20,0,10,60,90,70,False,True,False,False,False,False,False,False,False,False
40.0,2,3,2.83,84,0,5,10,20,15,0,70,80,0,0,0,15,50,0,False,False,False,False,False,False,False,False,False,True
40.0,4,1,4.0,84,20,45,45,45,15,20,60,60,0,0,0,35,0,0,False,False,False,False,False,True,False,False,False,False
40.0,3,18,4.13,84,0,10,30,80,60,30,20,40,20,10,10,50,80,40,False,False,False,False,False,False,True,False,False,False
45.0,3,2,4.25,84,0,15,30,0,10,0,20,55,0,0,0,50,50,0,False,False,False,False,False,True,False,False,False,False
42.0,3,7,3.88,84,65,85,30,60,20,55,55,20,25,25,25,30,20,0,False,True,False,False,False,False,False,False,False,False
40.0,2,4,4.0,84,10,75,15,15,10,5,10,85,5,30,5,5,60,5,False,True,False,False,False,False,False,False,False,False
40.0,2,4,3.94,84,0,10,10,10,20,20,25,20,10,0,5,15,20,0,False,False,False,False,False,False,False,False,False,True
40.0,3,94,3.88,84,0,35,15,50,35,30,40,55,25,10,0,45,30,10,False,False,False,False,False,False,True,False,False,False
40.0,3,4,3.38,84,10,10,30,0,10,0,60,70,0,0,0,0,50,0,False,False,False,False,False,False,False,False,False,True
40.0,1,9,2.94,84,5,60,40,70,20,30,20,30,60,0,0,0,50,40,False,False,False,False,False,False,True,False,False,False
40.0,3,46,4.31,84,30,45,35,60,15,10,30,65,20,25,25,10,55,30,False,False,False,False,False,False,False,True,False,False
50.3,3,23,4.12,84,70,65,75,50,60,70,70,35,75,60,70,55,30,30,False,True,False,False,False,False,False,False,False,False
40.0,2,4,4.38,84,0,20,10,70,10,5,40,40,15,5,0,20,40,0,False,False,False,False,False,False,True,False,False,False
40.0,2,29,3.66,84,30,70,92,74,40,85,83,71,60,20,60,58,50,0,False,False,False,False,False,True,False,False,False,False
40.0,3,4,3.94,84,20,10,30,15,20,0,80,80,10,5,0,5,60,5,False,False,False,False,False,True,False,False,False,False
40.0,2,2,3.88,84,40,68,78,65,75,30,81,83,68,70,81,40,74,30,False,False,False,False,False,True,False,False,False,False
46.0,2,7,4.5,84,40,10,60,20,30,5,70,60,15,10,5,15,35,10,False,True,False,False,False,False,False,False,False,False
40.0,2,13,3.44,84,0,5,30,20,10,0,25,40,20,5,0,10,70,0,False,False,False,False,False,False,True,False,False,False
40.0,2,24,3.59,84,0,0,78,40,0,40,90,85,45,65,40,60,86,68,False,False,False,False,False,False,False,False,False,True
40.0,2,56,3.5,84,5,20,10,40,15,15,45,40,5,5,20,5,50,30,False,False,False,False,False,True,False,False,False,False
40.0,1,96,3.59,84,20,25,15,60,15,20,40,35,15,10,15,10,30,25,False,False,False,False,False,False,False,False,False,True
40.0,3,18,3.8,84,63,69,84,64,83,77,85,86,64,67,81,63,74,65,False,False,False,False,False,False,False,True,False,False
40.0,2,68,3.45,84,0,35,79,40,0,0,84,93,57,83,30,0,78,77,False,False,False,False,False,False,True,False,False,False
40.0,2,83,3.98,84,5,35,70,50,20,5,45,65,10,5,20,5,75,65,False,False,False,False,False,True,False,False,False,False
42.0,2,367,3.59,84,90,75,85,75,60,10,65,20,40,45,60,10,50,60,False,True,False,False,False,False,False,False,False,False
40.0,2,155,3.68,84,65,75,50,90,50,40,65,40,35,60,65,45,35,30,False,False,False,False,False,False,True,False,False,False
40.0,3,55,3.77,84,10,20,65,40,35,35,60,87,36,0,34,74,83,20,False,False,False,False,False,True,False,False,False,False
